video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,like_count,texto_original,texto_limpio,sentiment_label,sentiment_prob_NEG,sentiment_prob_NEU,sentiment_prob_POS
j43HgwYFKfk,Ugw74asIfir0_SVC6OB4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@eustaquiogomez9975,UCNpt5CQlTzNjlAKY6CJtClQ,Denle golpe universitario (de estado). Lo puede hacer el CSU?,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@eustaquiogomez9975,hace 1 año, ,0,False,,,Denle golpe universitario (de estado). Lo puede hacer el CSU?,denle golpe universitario csu,NEU,0.29836466908454895,0.6854532957077026,0.016182081773877144
n8iP75gIpmw,Ugw86zOgTwKzYotlT9l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@yeniferaguirre4498,UCut6b9S98nv84cVX89PmKzA,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@yeniferaguirre4498,hace 2 años,1,0,False,,1.0,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,pueblo morir él hambre madre familia ganar quetzales departamento ganar mención aldea llamado jabalí quetzal ganar persona ganar quetzales semana fiesta sanguijuela comer almuerzo,NEG,0.9045087099075317,0.08896279335021973,0.006528517697006464
j43HgwYFKfk,Ugw8iZ_G2Cwq-9ZYctt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@aguilar4254,UCQyOePccUP-fIJYzchAgZYw,"Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@aguilar4254,hace 6 meses, ,0,False,,,"Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",alumno unir él quedar pata walter cuello sacar él,NEG,0.9448848962783813,0.04358530044555664,0.011529767885804176
n8iP75gIpmw,Ugw8pyxscJNUQpfoKuF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@welfrealdana5559,UCOLGv5Pf6BF2wFcwUzgcvHg,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@welfrealdana5559,hace 2 años,4,0,False,,4.0,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,li trabajar capital pagar apartamento carro gasolina gratis,NEG,0.7940723896026611,0.1953148990869522,0.010612690821290016
06mFNPU0aB8,Ugw9_Qw_QaSdggWuKJt4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@ruddydepaz322,UCAxvOOHQk7dYPOajzFEVtbA,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@ruddydepaz322,hace 2 semanas, ,0,False,,,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,ubeír vestido rosita tacón media noche ba faltar calibre delar bolsa pintalabio,NEU,0.12265998125076294,0.8152612447738647,0.062078807502985
n8iP75gIpmw,Ugw9eye2GML6RHRSu-14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@MegaKristenstewart,UCQ_-LPP8JAbfkc-b1Q6NvWw,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@MegaKristenstewart,hace 2 años,31,0,False,,31.0,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,gente morir él hambre ladrón comer maravilla verguenzar,NEG,0.9528023600578308,0.03727799281477928,0.009919601492583752
lj983NWyAQY,UgwA5aTmgACLCuTUT494AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@melvinperez6710,UCXmrpc6Li0spcKxtS0Q_ptg,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@melvinperez6710,hace 6 años,10,0,False,,10.0,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,guatemala tubar llamar guatemala dino guatebella guatehermós guatelinda eterno primavera guatebello abrazo hno salvadoreno vivir amor armonia,POS,0.010685127228498459,0.13139790296554565,0.8579169511795044
n8iP75gIpmw,UgwARHTnVAzzPrHbNox4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@belvettzapeta1251,UCZ51R_9Q9C0c8I3pAWhtmjQ,Me parece excelente esta entrevista,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@belvettzapeta1251,hace 2 años,8,0,False,,8.0,Me parece excelente esta entrevista,excelente entrevista,POS,0.0029452971648424864,0.023275956511497498,0.9737788438796997
X_FAIef8qlE,UgwBIwUPLGxEWAu3Mh14AaABAg,Cruzando la ciudad a puro Transmetro,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@elizabethmonterroso7719,UCPLW0HE3siElqCgXfgWxMqg,"¿Como se subscribe uno al boletín informativo? 
Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@elizabethmonterroso7719,hace 5 meses, ,0,False,,,"¿Como se subscribe uno al boletín informativo? 
Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.",subscribir boletín informativo intentar pagina web teléfono colocado telguo whatsapp teléfono,NEG,0.891575276851654,0.10505612939596176,0.0033685259986668825
OkXlHx0hx-8,UgwCW5PErySUmwse3bZ4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@WilR-s8r,UCxhtlxPV8AYWaNNyU6S9H8Q,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@WilR-s8r,hace 1 día, ,0,False,,,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,deportar frontera cartel secuestrar sacar dinero familiar,NEU,0.4655870497226715,0.4727417826652527,0.06167114898562431
yLZS3JiEBg8,UgwCfRlzeiXz172UQQV4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,"Este video debe llegar a muchas personas, es muy buena información",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hashojea7348,hace 2 años, ,0,False,,,"Este video debe llegar a muchas personas, es muy buena información",video llegar persona información,POS,0.0028262652922421694,0.035511862486600876,0.9616618156433105
j43HgwYFKfk,UgwCw9bhAw6suYQfCWx4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@josecastillo4390,UCaKAjTW9MVub_clgr4DRYjQ,Qué lujooo de contenidooooo 🔥,@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@josecastillo4390,hace 1 año,6,0,False,,6.0,Qué lujooo de contenidooooo 🔥,lujooo contenidooooo,POS,0.030621491372585297,0.2022065669298172,0.7671719789505005
n8iP75gIpmw,UgwEOUk-ofXNqkHW5Cx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@markoherrera,UCxff05WuyvwELNITi7bj7UA,"Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@markoherrera,hace 2 años,3,0,False,,3.0,"Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",hacer periodista país dejar escuchar querer picar hígado,NEG,0.9598259329795837,0.03720341622829437,0.002970670582726598
n8iP75gIpmw,UgwEQHx8Ik7SbxBTQ914AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SoniaMarroquin-y6e,UCZLG9qH0tUjNhEGFIUt0CYw,Otros nuevos corruptos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SoniaMarroquin-y6e,hace 2 años,1,0,False,,1.0,Otros nuevos corruptos,corrupto,NEU,0.35485905408859253,0.5239256024360657,0.1212153509259224
j43HgwYFKfk,UgwEjfj5ueeimHg-Hbt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@armindapenados2841,UCwgCc9Jd_gG-uLE_SY-FfPg,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@armindapenados2841,hace 1 año, ,0,False,,,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,usac rector usurpador,NEG,0.8794482946395874,0.10442866384983063,0.01612294279038906
n8iP75gIpmw,UgwG3XiEgFlHKtrtTqd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@JacintaTzoy,UCXSkL3ejZ8qWYyF_M7s_QKA,"Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@JacintaTzoy,hace 2 años, ,0,False,,,"Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡",entoz junta directivo hacer él dinero bastar robo barril fondo,NEG,0.9689444899559021,0.027760880067944527,0.0032945990096777678
n8iP75gIpmw,UgwGm1V-_GN1ZPcijdl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,"Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@byronpontaza,hace 2 años,2,0,False,,2.0,"Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",entender periodista atacar entusiasmo cosa gobierno estar callado tiempo recibir pago,NEG,0.9338314533233643,0.06275979429483414,0.003408808261156082
n8iP75gIpmw,UgwHY5LtTiQ0lBONp8N4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@johnmejia992,UC6PvO1_k5lHKGdAPo5_C6TA,"Tanto mierda este programa... tiene razón pero 
Y porque no le tira así a los corruptos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@johnmejia992,hace 2 años,1,0,False,,1.0,"Tanto mierda este programa... tiene razón pero 
Y porque no le tira así a los corruptos",mierda programa razón tirar corrupto,NEG,0.9452115893363953,0.046043191105127335,0.008745270781219006
6W4u8sGEnGM,UgwIB06iEQnFOFLc9et4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@vic-bonivideos,UCwxoKK59nGCeBqB2sXfDBIw,"Indignante COMO EXISTEN unos GUATEMALTECOS ESTÚPIDOS , los PROYECTOS, SON PROYECTOS DE ESTADOS no de PARTIDOS POLÍTICOS, lo que hubiera estado HACIENDO EL ZURDO PRESIDENTE era INAURANDO su CONSTRUCCIÓN no reempezar lo que hace 3 años empezó así como el el puente Roosevelt no tuvo ningún cambio fue lo que ya estaba expuesto, lo que sucede que siempre llega otro delincuente y quiere su mordida ese PROSUPUESTO YA ESTABA ECHO ..",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@vic-bonivideos,hace 6 días, ,1,False,,,"Indignante COMO EXISTEN unos GUATEMALTECOS ESTÚPIDOS , los PROYECTOS, SON PROYECTOS DE ESTADOS no de PARTIDOS POLÍTICOS, lo que hubiera estado HACIENDO EL ZURDO PRESIDENTE era INAURANDO su CONSTRUCCIÓN no reempezar lo que hace 3 años empezó así como el el puente Roosevelt no tuvo ningún cambio fue lo que ya estaba expuesto, lo que sucede que siempre llega otro delincuente y quiere su mordida ese PROSUPUESTO YA ESTABA ECHO ..",indignante guatemalteco estúpido proyecto proyecto partido político haber zurdo presidente inaurar construcción reempezar año empezar puente roosevelt cambio expuesto suceder llegar delincuente mordida prosupuesto echo,NEG,0.9623077511787415,0.0331093892455101,0.004582863766700029
6W4u8sGEnGM,UgwIB06iEQnFOFLc9et4AaABAg.Aa-0m2jDJt2Aa42DVzs9Zy,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@hectormaaz5523,UCWaRixDdpgllTBf4V0jPnKQ,Tantos.que empezaron y no llegaron ni siquiera a la mitad puentes donde no hay Rio para robar el dinero y este presidente llegó para hacer algo diferente y eso que no vote por el pues tampoco he cotado por los corruptos pero a este presente si votaría por el si fuera posible,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@hectormaaz5523,hace 4 días (editado), ,0,False,,,Tantos.que empezaron y no llegaron ni siquiera a la mitad puentes donde no hay Rio para robar el dinero y este presidente llegó para hacer algo diferente y eso que no vote por el pues tampoco he cotado por los corruptos pero a este presente si votaría por el si fuera posible,tanto empezar llegar siquiera mitad puente rio robar dinero presidente votar cotar corrupto presente votar,NEG,0.8334046006202698,0.13863982260227203,0.027955608442425728
j43HgwYFKfk,UgwIBBqN6fh6MURkwkN4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@HectorElias-u2l,UCkVtmkK07b2zaVVNssX4lOg,"Mucha importancia le dan a éste ladrón maldito,",@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@HectorElias-u2l,hace 6 meses, ,0,False,,,"Mucha importancia le dan a éste ladrón maldito,",importancia ladrón maldito,NEG,0.9712888598442078,0.022601787000894547,0.006109339185059071
